Order_ID,Order_Date,Region,Product_Category,Ship_Mode,Unit_Price,Quantity,Shipping_Cost,Delivery_Status,Total_Sales,Profit_Margin,Total_Profit,Estimated_Lead_Time,Actual_Delay_Days
ORD-100902,2025-08-15,North America,Electronics,Air Priority,151.62,5,317.04,Delivered,758.1,0.1592,120.69,10,0
ORD-100903,2025-01-15,North America,Automotive,Ocean Freight,608.75,11,316.52,Delivered,6696.25,0.1263,845.74,14,0
ORD-100904,2025-07-11,Latin America,Healthcare,Air Priority,1292.5,6,111.84,In Transit,7755.0,0.1579,1224.51,9,0
ORD-100905,2025-04-29,North America,Fashion,Land Transport,129.66,4,343.79,Delivered,518.64,0.1882,97.61,13,0
ORD-100906,2025-01-28,Europe,Home Decor,Air Priority,1976.38,11,325.14,In Transit,21740.18,0.0924,2008.79,3,0
ORD-100907,2025-07-21,North America,Home Decor,Ocean Freight,1350.34,3,310.68,Cancelled,4051.02,0.206,834.51,13,0
ORD-100908,2025-02-08,Europe,Fashion,Land Transport,959.43,6,254.29,Delivered,5756.58,0.12,690.79,5,0
ORD-100909,2025-09-30,Latin America,Healthcare,Land Transport,716.55,10,55.74,In Transit,7165.5,0.158,1132.15,3,0
ORD-100910,2025-08-19,Latin America,Home Decor,Air Priority,1822.5,5,49.6,Delivered,9112.5,0.2477,2257.17,12,0
ORD-100911,2025-03-27,North America,Automotive,Air Priority,1521.6,9,465.83,In Transit,13694.4,0.1222,1673.46,7,0
ORD-100912,2025-05-06,Europe,Fashion,Ocean Freight,1688.92,5,368.86,Delivered,8444.6,0.2417,2041.06,9,0
ORD-100913,2025-10-27,Europe,Home Decor,Air Priority,451.69,5,457.02,Delivered,2258.45,0.0526,118.79,5,0
ORD-100914,2025-01-25,Europe,Home Decor,Land Transport,1947.61,14,252.58,Delayed,27266.54,0.0871,2374.92,8,8
ORD-100915,2025-05-25,Europe,Fashion,Land Transport,69.63,5,60.12,Delivered,348.15,0.2177,75.79,13,0
ORD-100916,2025-01-13,Asia-Pacific,Healthcare,Ocean Freight,1361.28,1,192.92,Delivered,1361.28,0.057,77.59,13,0
ORD-100917,2025-07-31,Latin America,Fashion,Ocean Freight,1068.84,4,65.87,Delivered,4275.36,0.2452,1048.32,14,0
ORD-100918,2025-01-25,Europe,Electronics,Land Transport,1306.17,1,473.17,Delivered,1306.17,0.0573,74.84,7,0
ORD-100919,2025-03-09,Asia-Pacific,Home Decor,Ocean Freight,1683.42,9,64.63,Delivered,15150.78,0.1984,3005.91,9,0
ORD-100920,2025-03-08,Asia-Pacific,Electronics,Land Transport,423.69,1,488.21,Delayed,423.69,0.1989,84.27,14,2
ORD-100921,2025-08-21,Latin America,Healthcare,Ocean Freight,1111.58,14,211.45,Delivered,15562.12,0.2406,3744.25,6,0
ORD-100922,2025-04-19,Middle East,Electronics,Air Priority,1987.25,6,203.64,Delivered,11923.5,0.0792,944.34,6,0
ORD-100923,2025-05-26,North America,Healthcare,Land Transport,1896.83,11,314.61,Delivered,20865.13,0.1189,2480.86,14,0
ORD-100924,2025-04-21,Latin America,Fashion,Ocean Freight,155.43,11,39.88,Delivered,1709.73,0.0784,134.04,10,0
ORD-100925,2025-08-16,Middle East,Automotive,Air Priority,1557.44,2,403.2,Delivered,3114.88,0.1934,602.42,10,0
ORD-100926,2025-04-21,North America,Automotive,Air Priority,1763.02,13,74.11,Delivered,22919.26,0.2314,5303.52,3,0
ORD-100927,2025-02-03,North America,Fashion,Land Transport,1360.15,5,403.55,Delivered,6800.75,0.2209,1502.29,12,0
ORD-100928,2025-04-21,North America,Home Decor,Air Priority,323.72,7,443.58,Delayed,2266.04,0.1947,441.2,10,2
ORD-100929,2025-09-21,Asia-Pacific,Healthcare,Air Priority,558.05,8,440.64,Delayed,4464.4,0.2496,1114.31,8,5
ORD-100930,2025-08-24,Europe,Electronics,Air Priority,405.29,14,41.83,Delivered,5674.06,0.1233,699.61,13,0
ORD-100931,2025-03-24,North America,Automotive,Land Transport,1066.53,12,73.61,Delivered,12798.36,0.1109,1419.34,7,0
ORD-100932,2025-02-11,Europe,Electronics,Land Transport,681.98,6,145.02,In Transit,4091.88,0.1228,502.48,10,0
ORD-100933,2025-04-11,North America,Electronics,Ocean Freight,493.96,8,103.39,Delivered,3951.68,0.1127,445.35,10,0
ORD-100934,2025-01-06,Asia-Pacific,Electronics,Air Priority,1039.71,8,54.6,Delayed,8317.68,0.1675,1393.21,7,6
ORD-100935,2025-06-29,North America,Home Decor,Land Transport,967.02,7,488.97,Delivered,6769.14,0.204,1380.9,7,0
ORD-100936,2025-10-09,Latin America,Automotive,Air Priority,617.02,14,152.77,Delivered,8638.28,0.1292,1116.07,7,0
ORD-100937,2025-11-16,Middle East,Electronics,Land Transport,411.06,12,195.81,Delivered,4932.72,0.1935,954.48,3,0
ORD-100938,2025-08-14,North America,Electronics,Land Transport,624.73,8,409.8,Cancelled,4997.84,0.11,549.76,5,0
ORD-100939,2025-11-11,Middle East,Automotive,Ocean Freight,813.99,8,397.67,Delivered,6511.92,0.226,1471.69,11,0
ORD-100940,2025-12-31,Middle East,Electronics,Ocean Freight,376.47,7,206.69,Delivered,2635.29,0.1101,290.15,13,0
ORD-100941,2025-08-17,Asia-Pacific,Healthcare,Air Priority,1147.05,6,219.05,Delivered,6882.3,0.1542,1061.25,9,0
ORD-100942,2025-10-16,Middle East,Automotive,Ocean Freight,1218.83,7,398.87,Delivered,8531.81,0.2141,1826.66,11,0
ORD-100943,2025-05-30,Asia-Pacific,Electronics,Ocean Freight,569.02,9,391.29,Delivered,5121.18,0.0764,391.26,13,0
ORD-100944,2025-10-04,North America,Home Decor,Land Transport,540.5,6,220.99,Delivered,3243.0,0.1812,587.63,4,0
ORD-100945,2025-07-17,Europe,Healthcare,Land Transport,971.07,3,242.92,Delivered,2913.21,0.1421,413.97,12,0
ORD-100946,2025-03-11,Asia-Pacific,Fashion,Ocean Freight,856.07,14,452.27,Delivered,11984.98,0.2054,2461.71,4,0
ORD-100947,2025-04-22,Middle East,Home Decor,Land Transport,331.41,6,395.06,Delivered,1988.46,0.1714,340.82,8,0
ORD-100948,2025-01-04,Middle East,Fashion,Ocean Freight,1824.19,10,293.98,Delivered,18241.9,0.1219,2223.69,10,0
ORD-100949,2025-12-16,North America,Fashion,Air Priority,696.48,12,172.52,Delivered,8357.76,0.1784,1491.02,3,0
ORD-100950,2025-11-27,Asia-Pacific,Electronics,Ocean Freight,1261.19,8,439.23,Delivered,10089.52,0.2024,2042.12,6,0
ORD-100951,2025-11-14,North America,Healthcare,Ocean Freight,400.4,14,11.6,Delivered,5605.6,0.076,426.03,5,0
ORD-100952,2025-12-16,Asia-Pacific,Electronics,Air Priority,787.63,1,204.34,Delivered,787.63,0.0975,76.79,3,0
ORD-100953,2025-04-05,Europe,Home Decor,Air Priority,387.57,7,251.39,Delivered,2712.99,0.1815,492.41,7,0
ORD-100954,2025-06-01,Latin America,Fashion,Air Priority,1705.35,11,249.62,Delivered,18758.85,0.2227,4177.6,12,0
ORD-100955,2025-11-07,North America,Electronics,Air Priority,1190.25,3,86.38,Delayed,3570.75,0.1969,703.08,14,1
ORD-100956,2025-05-17,Middle East,Home Decor,Land Transport,944.74,7,209.39,Delivered,6613.18,0.191,1263.12,11,0
ORD-100957,2025-09-04,North America,Home Decor,Land Transport,285.22,14,360.93,Delivered,3993.08,0.1094,436.84,4,0
ORD-100958,2025-08-31,Asia-Pacific,Fashion,Land Transport,293.15,5,264.38,Delayed,1465.75,0.1538,225.43,4,4
ORD-100959,2025-01-31,North America,Electronics,Land Transport,1527.15,2,462.01,Delivered,3054.3,0.1429,436.46,9,0
ORD-100960,2025-02-09,Europe,Healthcare,Ocean Freight,919.87,12,189.31,In Transit,11038.44,0.1859,2052.05,14,0
ORD-100961,2025-08-17,Asia-Pacific,Home Decor,Land Transport,573.44,8,447.39,Delivered,4587.52,0.1081,495.91,8,0
ORD-100962,2025-02-05,Middle East,Electronics,Land Transport,134.75,14,299.44,Delivered,1886.5,0.1185,223.55,12,0
ORD-100963,2025-08-11,Middle East,Healthcare,Ocean Freight,1260.54,8,414.18,Delivered,10084.32,0.1212,1222.22,13,0
ORD-100964,2025-01-06,Asia-Pacific,Fashion,Ocean Freight,1325.07,8,377.27,Delivered,10600.56,0.0915,969.95,4,0
ORD-100965,2025-11-18,Europe,Healthcare,Ocean Freight,519.91,2,421.49,Delivered,1039.82,0.1093,113.65,8,0
ORD-100966,2025-08-08,North America,Fashion,Air Priority,729.32,13,379.49,In Transit,9481.16,0.2249,2132.31,5,0
ORD-100967,2025-03-16,Latin America,Home Decor,Land Transport,321.05,4,141.22,Delivered,1284.2,0.0705,90.54,6,0
ORD-100968,2025-01-04,Middle East,Automotive,Ocean Freight,76.55,12,154.35,Delivered,918.6,0.1802,165.53,12,0
ORD-100969,2025-12-01,Europe,Automotive,Air Priority,904.94,6,201.83,Delivered,5429.64,0.0749,406.68,3,0
ORD-100970,2025-05-14,Europe,Home Decor,Land Transport,1902.99,12,415.38,Delivered,22835.88,0.2434,5558.25,8,0
ORD-100971,2025-04-28,Europe,Healthcare,Ocean Freight,1418.65,14,301.99,In Transit,19861.1,0.095,1886.8,4,0
ORD-100972,2025-04-04,North America,Automotive,Air Priority,1681.18,9,73.27,Delivered,15130.62,0.1701,2573.72,6,0
ORD-100973,2025-03-03,Europe,Fashion,Air Priority,1833.83,10,360.35,Delayed,18338.3,0.1596,2926.79,14,9
ORD-100974,2025-07-13,Europe,Home Decor,Land Transport,112.67,2,425.44,Delivered,225.34,0.234,52.73,12,0
ORD-100975,2025-12-01,Asia-Pacific,Electronics,Land Transport,105.61,12,442.99,In Transit,1267.32,0.1688,213.92,7,0
ORD-100976,2025-07-22,Asia-Pacific,Automotive,Land Transport,306.07,14,323.46,Delivered,4284.98,0.1742,746.44,14,0
ORD-100977,2025-01-26,Europe,Healthcare,Air Priority,1146.24,13,42.77,Delivered,14901.12,0.0804,1198.05,5,0
ORD-100978,2025-06-22,Europe,Home Decor,Ocean Freight,74.16,9,374.27,Delivered,667.44,0.1055,70.41,10,0
ORD-100979,2025-10-27,Asia-Pacific,Automotive,Ocean Freight,189.95,12,480.4,Delivered,2279.4,0.0526,119.9,11,0
ORD-100980,2025-05-13,North America,Automotive,Air Priority,854.11,11,134.62,Cancelled,9395.21,0.2467,2317.8,10,0
ORD-100981,2025-11-22,Asia-Pacific,Home Decor,Land Transport,1025.79,10,334.7,Delayed,10257.9,0.0847,868.84,4,3
ORD-100982,2025-04-28,Asia-Pacific,Electronics,Land Transport,330.24,10,442.38,Delivered,3302.4,0.1349,445.49,3,0
ORD-100983,2025-11-20,Asia-Pacific,Home Decor,Land Transport,1780.3,6,14.07,Delivered,10681.8,0.051,544.77,9,0
ORD-100984,2025-10-02,Asia-Pacific,Electronics,Air Priority,1441.79,1,91.83,Delivered,1441.79,0.1256,181.09,6,0
ORD-100985,2025-07-31,Latin America,Home Decor,Ocean Freight,551.24,7,390.58,Delivered,3858.68,0.1733,668.71,11,0
ORD-100986,2025-08-13,Middle East,Fashion,Air Priority,1031.42,4,344.13,Cancelled,4125.68,0.2453,1012.03,6,0
ORD-100987,2025-01-20,North America,Fashion,Air Priority,182.9,6,115.16,Delivered,1097.4,0.2228,244.5,7,0
ORD-100988,2025-04-23,North America,Home Decor,Land Transport,974.21,14,274.1,Delivered,13638.94,0.1975,2693.69,6,0
ORD-100989,2025-05-20,Europe,Electronics,Ocean Freight,715.34,8,308.71,Delivered,5722.72,0.1964,1123.94,11,0
ORD-100990,2025-02-16,Latin America,Automotive,Air Priority,1859.29,14,124.0,Delivered,26030.06,0.1337,3480.22,10,0
ORD-100991,2025-01-01,Europe,Home Decor,Ocean Freight,1538.69,9,204.28,Delivered,13848.21,0.1179,1632.7,9,0
ORD-100992,2025-03-31,North America,Automotive,Land Transport,775.28,9,181.11,Delivered,6977.52,0.1949,1359.92,10,0
ORD-100993,2025-05-22,North America,Home Decor,Ocean Freight,377.17,2,413.68,Delivered,754.34,0.2475,186.7,10,0
ORD-100994,2025-11-16,Europe,Healthcare,Land Transport,1945.66,11,301.23,Delivered,21402.26,0.1344,2876.46,13,0
ORD-100995,2025-02-07,Middle East,Electronics,Air Priority,1681.57,11,257.92,In Transit,18497.27,0.191,3532.98,14,0
ORD-100996,2025-10-20,Europe,Healthcare,Air Priority,706.45,9,494.25,Delivered,6358.05,0.2278,1448.36,14,0
ORD-100997,2025-05-19,Middle East,Healthcare,Land Transport,878.24,13,95.53,Delayed,11417.12,0.2498,2852.0,14,6
ORD-100998,2025-12-22,Middle East,Electronics,Ocean Freight,1163.22,11,88.72,Delivered,12795.42,0.1614,2065.18,11,0
ORD-100999,2025-11-29,Asia-Pacific,Home Decor,Ocean Freight,664.62,4,220.2,Delayed,2658.48,0.2216,589.12,9,2
ORD-101000,2025-09-16,North America,Electronics,Ocean Freight,461.01,12,107.55,Delivered,5532.12,0.1295,716.41,11,0
ORD-101001,2025-06-10,Asia-Pacific,Electronics,Ocean Freight,1324.49,4,441.93,Delivered,5297.96,0.2479,1313.36,9,0
ORD-101002,2025-06-27,North America,Fashion,Land Transport,1877.34,13,265.55,Delivered,24405.42,0.244,5954.92,11,0
ORD-101003,2025-01-10,Asia-Pacific,Fashion,Ocean Freight,416.18,7,25.3,In Transit,2913.26,0.1298,378.14,9,0
ORD-101004,2025-09-18,Middle East,Automotive,Air Priority,712.46,1,344.62,Delayed,712.46,0.1666,118.7,12,9
ORD-101005,2025-05-18,Asia-Pacific,Electronics,Air Priority,152.6,1,401.66,Delivered,152.6,0.0559,8.53,4,0
ORD-101006,2025-06-21,Latin America,Healthcare,Air Priority,1357.6,13,138.04,Delivered,17648.8,0.0805,1420.73,8,0
ORD-101007,2025-01-13,Asia-Pacific,Healthcare,Ocean Freight,1607.18,13,262.96,In Transit,20893.34,0.077,1608.79,11,0
ORD-101008,2025-06-17,Asia-Pacific,Fashion,Ocean Freight,657.32,14,482.54,Delivered,9202.48,0.2167,1994.18,5,0
ORD-101009,2025-05-10,Asia-Pacific,Electronics,Air Priority,302.44,9,101.52,In Transit,2721.96,0.0796,216.67,3,0
ORD-101010,2025-03-25,Latin America,Home Decor,Ocean Freight,1317.32,2,134.94,Delivered,2634.64,0.1211,319.05,14,0
ORD-101011,2025-11-17,North America,Fashion,Land Transport,971.24,10,466.76,Delivered,9712.4,0.1191,1156.75,7,0
ORD-101012,2025-11-15,Asia-Pacific,Fashion,Ocean Freight,1069.53,7,484.9,Delivered,7486.71,0.191,1429.96,10,0
ORD-101013,2025-04-11,North America,Healthcare,Ocean Freight,750.7,11,195.27,Delayed,8257.7,0.1232,1017.35,4,9
ORD-101014,2025-11-25,Europe,Home Decor,Ocean Freight,1892.38,1,268.51,Delivered,1892.38,0.0566,107.11,8,0
ORD-101015,2025-09-30,Middle East,Home Decor,Air Priority,891.18,1,274.44,Cancelled,891.18,0.2379,212.01,5,0
ORD-101016,2025-09-22,Europe,Healthcare,Land Transport,1010.28,7,310.45,Delivered,7071.96,0.2354,1664.74,14,0
ORD-101017,2025-02-07,Latin America,Healthcare,Land Transport,500.6,2,265.07,Delivered,1001.2,0.0976,97.72,4,0
ORD-101018,2025-04-04,Latin America,Healthcare,Air Priority,639.5,10,276.38,Delayed,6395.0,0.1857,1187.55,11,2
ORD-101019,2025-04-05,North America,Home Decor,Air Priority,1754.53,12,42.13,Delivered,21054.36,0.0749,1576.97,4,0
ORD-101020,2025-11-01,North America,Home Decor,Land Transport,205.97,2,199.09,Delivered,411.94,0.1647,67.85,10,0
ORD-101021,2025-03-10,Asia-Pacific,Fashion,Ocean Freight,505.3,13,147.8,Delivered,6568.9,0.1892,1242.84,9,0
ORD-101022,2025-11-14,Europe,Automotive,Air Priority,973.46,5,372.76,Delivered,4867.3,0.0954,464.34,5,0
ORD-101023,2025-08-24,North America,Fashion,Air Priority,357.36,7,456.79,Delivered,2501.52,0.1192,298.18,13,0
ORD-101024,2025-11-30,North America,Electronics,Land Transport,1718.14,1,238.95,In Transit,1718.14,0.1866,320.6,9,0
ORD-101025,2025-05-17,North America,Automotive,Land Transport,1413.36,10,98.89,Delivered,14133.6,0.1037,1465.65,12,0
ORD-101026,2025-03-17,Middle East,Home Decor,Air Priority,1561.75,9,142.09,In Transit,14055.75,0.1938,2724.0,14,0
ORD-101027,2025-02-04,North America,Fashion,Air Priority,1413.06,14,81.25,Delivered,19782.84,0.1324,2619.25,4,0
ORD-101028,2025-01-01,Middle East,Home Decor,Land Transport,1346.48,8,365.9,Delivered,10771.84,0.0849,914.53,6,0
ORD-101029,2025-10-23,Latin America,Automotive,Ocean Freight,879.1,7,64.66,Delivered,6153.7,0.0863,531.06,8,0
ORD-101030,2025-11-16,Asia-Pacific,Home Decor,Land Transport,881.3,5,131.57,Delivered,4406.5,0.2024,891.88,11,0
ORD-101031,2025-03-01,Europe,Fashion,Ocean Freight,1247.8,3,317.77,Cancelled,3743.4,0.1503,562.63,9,0
ORD-101032,2025-11-16,North America,Automotive,Land Transport,398.68,12,226.31,Delivered,4784.16,0.2016,964.49,8,0
ORD-101033,2025-12-15,Middle East,Fashion,Air Priority,358.12,6,311.36,Delivered,2148.72,0.2234,480.02,12,0
ORD-101034,2025-11-24,North America,Fashion,Air Priority,91.23,11,465.43,Delayed,1003.53,0.1445,145.01,4,6
ORD-101035,2025-09-24,North America,Home Decor,Air Priority,596.46,12,354.35,Delivered,7157.52,0.1432,1024.96,11,0
ORD-101036,2025-12-27,Middle East,Automotive,Ocean Freight,165.41,14,43.46,Delivered,2315.74,0.1723,399.0,6,0
ORD-101037,2025-08-17,North America,Home Decor,Ocean Freight,1862.93,6,268.12,Delivered,11177.58,0.0688,769.02,3,0
ORD-101038,2025-09-27,Europe,Automotive,Land Transport,305.84,8,301.07,Delivered,2446.72,0.16,391.48,3,0
ORD-101039,2025-11-12,Latin America,Electronics,Ocean Freight,617.68,7,24.53,In Transit,4323.76,0.0664,287.1,3,0
ORD-101040,2025-10-13,Asia-Pacific,Electronics,Land Transport,507.05,11,37.44,Delivered,5577.55,0.2306,1286.18,5,0
ORD-101041,2025-10-18,North America,Automotive,Air Priority,1093.4,3,38.85,Delayed,3280.2,0.1015,332.94,3,2
ORD-101042,2025-08-01,Middle East,Home Decor,Air Priority,330.68,6,322.59,Delivered,1984.08,0.238,472.21,7,0
ORD-101043,2025-06-14,Europe,Healthcare,Air Priority,1617.95,11,327.16,Delayed,17797.45,0.0759,1350.83,4,8
ORD-101044,2025-01-05,North America,Automotive,Air Priority,299.96,3,342.24,Delivered,899.88,0.0602,54.17,5,0
ORD-101045,2025-12-05,Latin America,Fashion,Air Priority,1821.09,12,187.48,In Transit,21853.08,0.0582,1271.85,4,0
ORD-101046,2025-03-19,Latin America,Electronics,Ocean Freight,1613.42,12,77.03,Delivered,19361.04,0.1326,2567.27,11,0
ORD-101047,2025-03-03,Middle East,Automotive,Ocean Freight,1322.62,12,269.37,Delivered,15871.44,0.1633,2591.81,7,0
ORD-101048,2025-05-12,North America,Automotive,Air Priority,858.69,8,25.47,In Transit,6869.52,0.1062,729.54,3,0
ORD-101049,2025-03-30,North America,Automotive,Ocean Freight,473.4,5,272.07,Delivered,2367.0,0.0856,202.62,5,0
ORD-101050,2025-08-25,North America,Fashion,Air Priority,393.38,13,243.87,Delivered,5113.94,0.2001,1023.3,9,0
ORD-101051,2025-02-11,Latin America,Home Decor,Air Priority,1208.74,3,196.22,Delivered,3626.22,0.1752,635.31,14,0
ORD-101052,2025-03-30,North America,Healthcare,Land Transport,1589.0,3,192.06,Delayed,4767.0,0.1121,534.38,6,8
ORD-101053,2025-10-23,North America,Fashion,Ocean Freight,338.38,14,271.47,Delivered,4737.32,0.1404,665.12,9,0
ORD-101054,2025-11-24,North America,Healthcare,Ocean Freight,1082.7,6,38.43,Delivered,6496.2,0.1795,1166.07,11,0
ORD-101055,2025-10-22,North America,Electronics,Ocean Freight,1370.96,1,213.34,Delivered,1370.96,0.1921,263.36,8,0
ORD-101056,2025-04-14,Middle East,Healthcare,Air Priority,827.47,5,185.38,Delivered,4137.35,0.2481,1026.48,8,0
ORD-101057,2025-01-14,Latin America,Healthcare,Ocean Freight,1836.84,1,161.01,Delivered,1836.84,0.0667,122.52,7,0
ORD-101058,2025-10-15,Asia-Pacific,Electronics,Land Transport,778.22,4,464.39,Delivered,3112.88,0.1099,342.11,3,0
ORD-101059,2025-06-28,Middle East,Fashion,Air Priority,897.9,13,13.65,Cancelled,11672.7,0.137,1599.16,6,0
ORD-101060,2025-05-05,North America,Fashion,Land Transport,739.21,10,176.49,Delivered,7392.1,0.0943,697.08,13,0
ORD-101061,2025-12-19,Asia-Pacific,Electronics,Ocean Freight,1790.6,13,298.64,In Transit,23277.8,0.1052,2448.82,9,0
ORD-101062,2025-01-23,Europe,Fashion,Air Priority,422.53,12,464.04,Delivered,5070.36,0.1239,628.22,3,0
ORD-101063,2025-03-04,Asia-Pacific,Home Decor,Air Priority,647.98,10,55.84,Cancelled,6479.8,0.1989,1288.83,7,0
ORD-101064,2025-05-23,Middle East,Healthcare,Ocean Freight,1577.94,12,353.13,Delivered,18935.28,0.1254,2374.48,10,0
ORD-101065,2025-06-02,Latin America,Fashion,Air Priority,809.51,3,440.67,Delivered,2428.53,0.0608,147.65,4,0
ORD-101066,2025-05-25,Middle East,Healthcare,Air Priority,832.14,5,87.63,Delivered,4160.7,0.2064,858.77,9,0
ORD-101067,2025-08-13,Latin America,Fashion,Ocean Freight,1748.86,3,339.88,In Transit,5246.58,0.2488,1305.35,12,0
ORD-101068,2025-11-05,Latin America,Healthcare,Air Priority,794.03,8,114.88,Delivered,6352.24,0.082,520.88,6,0
ORD-101069,2025-04-14,Latin America,Electronics,Land Transport,1554.38,13,82.79,Delivered,20206.94,0.2093,4229.31,7,0
ORD-101070,2025-04-14,Europe,Electronics,Ocean Freight,1488.25,14,469.6,Delivered,20835.5,0.1747,3639.96,10,0
ORD-101071,2025-02-08,Asia-Pacific,Electronics,Land Transport,1466.79,7,59.47,In Transit,10267.53,0.2245,2305.06,13,0
ORD-101072,2025-07-17,Middle East,Home Decor,Air Priority,1848.43,13,417.24,Delivered,24029.59,0.0742,1783.0,6,0
ORD-101073,2025-05-14,Middle East,Home Decor,Land Transport,1859.67,13,26.44,Delivered,24175.71,0.2203,5325.91,11,0
ORD-101074,2025-03-08,Latin America,Electronics,Ocean Freight,858.39,10,341.48,Delivered,8583.9,0.1097,941.65,10,0
ORD-101075,2025-06-28,Europe,Healthcare,Air Priority,976.26,6,406.54,Delayed,5857.56,0.1389,813.62,6,5
ORD-101076,2025-02-11,Europe,Electronics,Ocean Freight,1540.94,6,306.65,Delivered,9245.64,0.2018,1865.77,12,0
ORD-101077,2025-01-15,North America,Electronics,Ocean Freight,328.86,1,450.83,Delivered,328.86,0.0538,17.69,5,0
ORD-101078,2025-04-21,Europe,Automotive,Ocean Freight,529.54,7,355.64,Delivered,3706.78,0.1323,490.41,11,0
ORD-101079,2025-06-06,Latin America,Home Decor,Land Transport,1942.45,1,73.77,Delayed,1942.45,0.157,304.96,3,6
ORD-101080,2025-10-16,Latin America,Home Decor,Air Priority,639.92,9,144.35,Delivered,5759.28,0.2456,1414.48,12,0
ORD-101081,2025-08-19,Asia-Pacific,Electronics,Air Priority,1096.41,7,323.57,In Transit,7674.87,0.1595,1224.14,14,0
ORD-101082,2025-06-06,Latin America,Electronics,Land Transport,403.2,13,252.67,Cancelled,5241.6,0.0739,387.35,8,0
ORD-101083,2025-02-07,Asia-Pacific,Automotive,Land Transport,1150.4,8,334.39,Cancelled,9203.2,0.0537,494.21,5,0
ORD-101084,2025-04-07,Europe,Automotive,Land Transport,1675.23,8,345.01,Delivered,13401.84,0.2069,2772.84,6,0
ORD-101085,2025-10-16,North America,Home Decor,Land Transport,1913.43,10,340.69,Delivered,19134.3,0.1754,3356.16,12,0
ORD-101086,2025-09-11,Middle East,Home Decor,Ocean Freight,867.67,1,149.13,Delivered,867.67,0.1997,173.27,7,0
ORD-101087,2025-07-15,Latin America,Home Decor,Land Transport,1785.88,13,86.12,Delivered,23216.44,0.1911,4436.66,9,0
ORD-101088,2025-03-27,Europe,Home Decor,Ocean Freight,943.95,10,204.35,Delivered,9439.5,0.103,972.27,12,0
ORD-101089,2025-11-18,Latin America,Healthcare,Ocean Freight,1663.22,4,276.05,In Transit,6652.88,0.0531,353.27,10,0
ORD-101090,2025-01-10,Asia-Pacific,Electronics,Air Priority,472.28,10,295.34,Delivered,4722.8,0.0554,261.64,5,0
ORD-101091,2025-01-05,Europe,Healthcare,Air Priority,1009.6,3,248.59,Delayed,3028.8,0.1343,406.77,10,8
ORD-101092,2025-05-03,Middle East,Fashion,Ocean Freight,1672.74,2,12.69,Delayed,3345.48,0.2358,788.86,3,9
ORD-101093,2025-11-26,Asia-Pacific,Home Decor,Land Transport,1109.09,5,382.96,Delayed,5545.45,0.0764,423.67,4,8
ORD-101094,2025-12-19,Europe,Home Decor,Land Transport,1157.47,9,196.67,In Transit,10417.23,0.1495,1557.38,5,0
ORD-101095,2025-04-28,Middle East,Electronics,Ocean Freight,1299.06,12,54.82,Delivered,15588.72,0.1264,1970.41,9,0
ORD-101096,2025-10-21,Asia-Pacific,Home Decor,Land Transport,147.78,8,17.93,Delivered,1182.24,0.2491,294.5,13,0
ORD-101097,2025-06-08,Middle East,Home Decor,Land Transport,101.08,1,366.96,Delivered,101.08,0.1188,12.01,11,0
ORD-101098,2025-10-30,Europe,Healthcare,Air Priority,345.54,10,442.86,Delivered,3455.4,0.0825,285.07,8,0
ORD-101099,2025-08-16,Asia-Pacific,Fashion,Land Transport,831.12,7,415.23,Delivered,5817.84,0.1273,740.61,14,0
ORD-101100,2025-12-31,North America,Healthcare,Ocean Freight,1449.57,3,66.34,Delivered,4348.71,0.1232,535.76,3,0
ORD-101101,2025-08-04,Latin America,Automotive,Air Priority,280.97,14,407.67,Delivered,3933.58,0.1241,488.16,5,0
ORD-101102,2025-07-03,North America,Home Decor,Land Transport,1272.73,3,250.04,Delayed,3818.19,0.1843,703.69,6,6
ORD-101103,2025-01-15,Middle East,Healthcare,Land Transport,542.94,8,436.33,Delivered,4343.52,0.1826,793.13,8,0
ORD-101104,2025-06-06,Europe,Electronics,Land Transport,514.85,11,342.78,Cancelled,5663.35,0.2202,1247.07,8,0
ORD-101105,2025-05-16,Latin America,Fashion,Air Priority,1186.81,2,82.68,In Transit,2373.62,0.2339,555.19,11,0
ORD-101106,2025-09-18,Europe,Fashion,Air Priority,1685.62,14,73.05,Delivered,23598.68,0.1204,2841.28,5,0
ORD-101107,2025-06-06,Middle East,Electronics,Land Transport,1471.41,2,29.08,Delivered,2942.82,0.176,517.94,10,0
ORD-101108,2025-02-16,Europe,Electronics,Air Priority,980.02,14,319.64,Delivered,13720.28,0.1903,2610.97,8,0
ORD-101109,2025-11-20,Asia-Pacific,Home Decor,Ocean Freight,1661.11,2,73.24,Delivered,3322.22,0.1793,595.67,8,0
ORD-101110,2025-11-28,Asia-Pacific,Fashion,Land Transport,466.66,4,440.4,Delivered,1866.64,0.158,294.93,10,0
ORD-101111,2025-06-22,Middle East,Electronics,Ocean Freight,547.32,5,397.54,Delivered,2736.6,0.1995,545.95,13,0
ORD-101112,2025-05-10,Europe,Automotive,Air Priority,614.07,1,312.54,In Transit,614.07,0.1737,106.66,13,0
ORD-101113,2025-04-05,Middle East,Fashion,Ocean Freight,1034.89,3,460.19,Delivered,3104.67,0.1879,583.37,12,0
ORD-101114,2025-04-25,Latin America,Electronics,Land Transport,1389.04,6,493.73,Cancelled,8334.24,0.1596,1330.14,11,0
ORD-101115,2025-08-31,Europe,Healthcare,Land Transport,1853.55,12,237.46,In Transit,22242.6,0.0738,1641.5,6,0
